merchant_id,business_category,account_age_days,monthly_txn_count,avg_transaction_value,monthly_txn_volume,refund_rate,chargeback_rate,volume_growth_rate_30d,customer_complaint_count,risk_score,is_risky
M01748,Food & Beverage,339,4956,8395.75,41609331.25,0.2136,0.0207,-13.45,0,71.01,1
M01749,Services,784,3426,1138.33,3899921.51,0.0981,0.0343,-47.13,3,45.12,0
M01750,Food & Beverage,1706,167,5143.35,858938.9,0.058,0.0066,-20.69,2,25.87,0
M01751,Services,160,1052,5060.47,5323610.01,0.0568,0.0307,22.78,1,55.84,0
M01752,Food & Beverage,1118,1331,2444.27,3253321.75,0.0589,0.0021,-7.15,3,16.63,0
M01753,Services,156,407,1637.88,666615.8,0.0463,0.0299,42.44,0,69.61,1
M01754,Food & Beverage,1657,3141,6362.52,19984687.19,0.0674,0.0181,-9.2,2,22.28,0
M01755,Travel,1414,1893,3191.77,6042027.42,0.2337,0.0322,18.83,0,67.76,1
M01756,Healthcare,924,3608,9649.83,34816595.62,0.0265,0.0213,-8.24,1,5.6,0
M01757,Fashion,1581,935,8994.1,8409487.69,0.1442,0.0107,-0.4,4,45.16,0
M01758,Gaming,1318,1898,1202.88,2283062.17,0.0931,0.0486,-4.81,2,44.38,0
M01759,Electronics,709,3768,3292.24,12405177.59,0.1616,0.0132,18.9,0,63.58,0
M01760,Crypto/Trading,91,297,4203.09,1248317.48,0.0528,0.0212,23.11,4,62.32,0
M01761,Retail,523,1997,1323.34,2642703.76,0.0773,0.0083,56.54,1,91.78,1
M01762,Gaming,1930,1879,4927.87,9259465.04,0.1795,0.0462,5.37,3,55.91,0
M01763,Retail,824,3056,5010.57,15312298.71,0.1715,0.0254,18.7,1,66.52,1
M01764,Fashion,718,3391,5467.77,18541214.78,0.2158,0.0097,-20.67,6,59.21,0
M01765,Gaming,1949,4733,4172.58,19748844.43,0.1385,0.0194,22.19,2,53.58,0
M01766,Food & Beverage,1556,2202,2984.31,6571459.57,0.0967,0.073,5.63,3,63.78,0
M01767,Food & Beverage,755,4695,3593.04,16869305.99,0.081,0.0192,-61.56,1,30.74,0
M01768,Crypto/Trading,1032,1190,1395.09,1660158.68,0.0939,0.0527,-16.72,1,53.92,0
M01769,Retail,1419,509,5352.0,2724169.19,0.092,0.0202,-46.84,2,29.2,0
M01770,Electronics,716,2545,660.9,1681988.31,0.1182,0.014,-13.46,1,48.25,0
M01771,Fashion,480,1202,3558.16,4276906.63,0.1626,0.0335,12.66,1,55.17,0
M01772,Food & Beverage,1152,4499,5648.3,25411700.94,0.043,0.0641,-2.47,1,43.05,0
M01773,Healthcare,405,4278,5325.96,22784454.17,0.0495,0.0033,20.4,6,80.03,1
M01774,Travel,1565,2508,6421.23,16104449.0,0.0463,0.0115,-53.69,2,2.73,0
M01775,Travel,270,1896,4375.19,8295367.03,0.0583,0.0031,28.96,1,61.09,0
M01776,Services,814,2482,1829.02,4539631.02,0.0813,0.0148,11.14,2,47.41,0
M01777,Electronics,943,1650,2848.61,4700202.99,0.1629,0.027,-26.62,0,43.35,0
M01778,Travel,1289,307,4987.74,1531236.32,0.1031,0.0132,4.38,2,46.15,0
M01779,Services,1767,4302,357.82,1539340.52,0.1192,0.0415,59.78,2,94.06,1
M01780,Retail,914,1927,7530.26,14510818.32,0.2897,0.0653,41.63,1,100.0,1
M01781,Food & Beverage,1259,1181,6725.77,7943139.53,0.124,0.0155,46.94,1,66.86,1
M01782,Food & Beverage,1086,149,1319.98,196676.98,0.034,0.0587,-0.32,3,43.36,0
M01783,Healthcare,949,2383,2850.99,6793913.01,0.1788,0.0312,33.41,1,77.58,1
M01784,Gaming,1900,163,1637.37,266891.24,0.0795,0.0158,37.76,3,57.04,0
M01785,Travel,1533,35,2137.17,74801.09,0.0964,0.0291,-21.1,3,33.4,0
M01786,Retail,1539,264,1108.88,292745.19,0.0234,0.0212,37.27,1,50.63,0
M01787,Education,863,946,4074.21,3854201.61,0.0638,0.0191,31.6,3,57.66,0
M01788,Travel,1397,3198,4865.57,15560079.31,0.2495,0.0044,-11.82,2,52.32,0
M01789,Electronics,1313,2196,3151.61,6920933.06,0.2482,0.0578,7.34,3,97.38,1
M01790,Gaming,602,906,5261.02,4766482.03,0.11,0.0145,38.95,0,74.28,1
M01791,Travel,723,360,4802.02,1728726.74,0.0807,0.0397,3.55,2,49.29,0
M01792,Retail,1191,2071,8692.5,18002160.58,0.1168,0.0046,27.09,3,48.67,0
M01793,Travel,641,3418,6247.22,21352996.83,0.0899,0.0123,-6.79,4,45.12,0
M01794,Electronics,68,3970,2947.61,11702018.46,0.0819,0.0132,-22.37,1,54.17,0
M01795,Education,1760,325,7071.23,2298148.63,0.0835,0.073,-24.98,1,39.05,0
M01796,Fashion,137,927,6246.73,5790719.18,0.0234,0.0285,-2.03,1,19.0,0
M01797,Crypto/Trading,745,2674,9327.87,24942735.1,0.1654,0.0067,15.96,6,73.34,1
M01798,Education,730,3812,1309.11,4990329.44,0.0411,0.0556,-38.93,2,59.41,0
M01799,Services,1915,4062,1417.82,5759202.71,0.0334,0.0302,53.16,3,79.18,1
M01800,Travel,1148,1391,1000.65,1391905.38,0.1357,0.0554,31.69,1,92.62,1
M01801,Food & Beverage,1242,340,1147.94,390299.03,0.0796,0.0035,17.85,0,24.89,0
M01802,Healthcare,535,4674,3977.24,18589604.68,0.0494,0.0325,25.39,1,55.19,0
M01803,Food & Beverage,530,4079,7674.85,31305723.84,0.0748,0.0128,-11.19,3,42.99,0
M01804,Education,561,1151,2702.44,3110511.12,0.1861,0.0314,-31.9,1,39.4,0
M01805,Food & Beverage,1995,2598,481.27,1250330.65,0.098,0.0146,15.25,2,38.57,0
M01806,Retail,246,4062,465.71,1891713.41,0.087,0.0386,31.1,4,78.66,1
M01807,Food & Beverage,1314,3387,6712.1,22733884.36,0.1212,0.0442,-7.34,2,46.74,0
M01808,Gaming,1392,837,825.59,691019.65,0.0312,0.0237,-18.6,1,25.39,0
M01809,Fashion,1234,31,1294.74,40136.8,0.0641,0.0321,-8.55,5,42.41,0
M01810,Travel,1791,214,6814.73,1458352.82,0.0497,0.0267,17.03,1,28.13,0
M01811,Food & Beverage,1311,2557,2300.49,5882365.69,0.1244,0.0043,20.05,1,51.97,0
M01812,Electronics,1268,2862,4222.01,12083401.71,0.0838,0.0373,50.25,5,81.21,1
M01813,Fashion,503,2249,2542.69,5718506.79,0.0503,0.0105,16.16,1,41.74,0
M01814,Fashion,13,3029,5533.13,16759856.7,0.0476,0.0261,-15.83,0,30.79,0
M01815,Food & Beverage,675,4771,2187.5,10436564.02,0.0442,0.1337,-2.43,0,78.85,1
M01816,Fashion,451,2097,8405.11,17625516.7,0.0117,0.097,-21.18,0,43.45,0
M01817,Healthcare,38,3887,2404.78,9347372.62,0.0523,0.0927,32.67,1,92.9,1
M01818,Food & Beverage,1142,4893,91.47,447570.53,0.0871,0.0165,-22.88,2,36.69,0
M01819,Retail,619,463,3095.21,1433080.47,0.0433,0.0338,-9.14,2,42.03,0
M01820,Education,1760,317,6231.52,1975393.42,0.0299,0.0216,17.04,1,40.73,0
M01821,Gaming,814,4923,7527.46,37057682.68,0.1365,0.0078,44.88,1,81.0,1
M01822,Crypto/Trading,84,864,3497.88,3022169.5,0.205,0.0717,76.4,1,100.0,1
M01823,Services,847,1035,1915.72,1982772.68,0.1403,0.0146,-28.51,1,25.48,0
M01824,Fashion,1179,1404,1259.42,1768230.81,0.0792,0.0093,20.94,1,48.15,0
M01825,Retail,137,1417,1679.28,2379535.38,0.0479,0.0118,4.42,1,46.76,0
M01826,Travel,1886,573,8224.08,4712395.49,0.0949,0.0687,-1.23,1,39.64,0
M01827,Travel,51,2370,5867.42,13905780.68,0.208,0.0159,-2.07,1,69.34,1
M01828,Services,1389,4536,1663.26,7544525.93,0.0897,0.0034,-25.87,1,31.17,0
M01829,Gaming,50,1289,5251.04,6768589.8,0.0567,0.1055,46.67,1,100.0,1
M01830,Fashion,943,1280,6051.73,7746220.35,0.0871,0.0623,-47.02,3,53.35,0
M01831,Healthcare,43,204,7119.38,1452353.91,0.0626,0.0527,1.31,2,49.39,0
M01832,Services,1050,4583,4607.57,21116505.17,0.0876,0.0816,42.43,1,100.0,1
M01833,Gaming,1710,2430,3694.34,8977239.48,0.0875,0.018,10.68,1,29.3,0
M01834,Fashion,1186,4451,4539.25,20204205.33,0.1722,0.0813,-11.76,1,64.18,0
M01835,Retail,1007,2229,3600.32,8025102.56,0.176,0.0636,-10.74,2,65.91,1
M01836,Education,1411,3692,4053.15,14964242.99,0.0554,0.0697,26.98,1,57.64,0
M01837,Healthcare,597,4703,4735.07,22269017.96,0.0487,0.0171,-2.64,3,41.1,0
M01838,Crypto/Trading,1632,1901,2147.52,4082437.37,0.0826,0.0354,4.2,3,40.2,0
M01839,Travel,1662,4316,4578.73,19761799.84,0.1181,0.0216,20.56,3,63.97,0
M01840,Electronics,1907,541,2858.33,1546355.24,0.2168,0.0053,28.25,1,67.96,1
M01841,Retail,351,1907,1452.87,2770616.92,0.0452,0.0356,-8.95,3,59.58,0
M01842,Travel,36,2572,4430.61,11395521.39,0.0337,0.0161,-29.14,0,18.59,0
M01843,Food & Beverage,1858,3829,2143.26,8206537.37,0.0127,0.0337,-20.07,0,6.57,0
M01844,Electronics,1320,4903,2392.97,11732750.94,0.1086,0.0219,39.52,1,66.48,1
M01845,Travel,655,4175,5489.57,22918954.83,0.1269,0.0955,6.71,0,77.0,1
M01846,Gaming,740,4693,3755.45,17624317.29,0.0874,0.0419,-26.23,2,46.16,0
M01847,Healthcare,177,4436,6933.19,30755623.21,0.0822,0.0312,-18.33,2,62.15,0
M01848,Travel,619,3499,7717.47,27003418.4,0.0282,0.0493,34.11,4,73.86,1
M01849,Crypto/Trading,277,1429,6980.28,9974823.41,0.0729,0.0035,7.17,2,45.06,0
M01850,Education,1782,1714,4140.95,7097586.96,0.1944,0.0392,-36.87,4,61.7,0
M01851,Gaming,830,4684,3114.32,14587492.81,0.0136,0.0465,-22.55,2,33.51,0
M01852,Retail,464,546,7203.35,3933030.91,0.0814,0.0083,33.82,3,70.64,1
M01853,Retail,915,2680,2955.74,7921376.52,0.018,0.012,-9.2,2,24.31,0
M01854,Retail,1718,2192,2201.29,4825221.62,0.065,0.0861,57.37,2,100.0,1
M01855,Retail,1434,4986,120.74,601992.5,0.045,0.0578,52.89,1,90.14,1
M01856,Education,931,299,3230.12,965804.4,0.06,0.0446,42.24,2,57.16,0
M01857,Travel,990,2984,1031.09,3076758.91,0.0709,0.0556,17.45,1,47.65,0
M01858,Fashion,1509,3997,3253.53,13004368.83,0.1873,0.0265,30.83,2,73.09,1
M01859,Travel,711,2689,1383.47,3720144.28,0.0921,0.048,3.6,3,64.7,0
M01860,Food & Beverage,643,2913,9316.16,27137973.76,0.1392,0.0387,4.25,3,63.34,0
M01861,Healthcare,1591,1771,861.39,1525518.61,0.0882,0.0349,-25.0,4,46.59,0
M01862,Electronics,1609,4001,823.1,3293238.09,0.0328,0.0331,3.89,2,53.49,0
M01863,Fashion,139,4789,589.1,2821199.51,0.1559,0.0121,-26.71,1,44.87,0
M01864,Fashion,1029,2381,2092.66,4982627.16,0.2078,0.0146,5.16,1,57.37,0
M01865,Travel,1855,4447,1602.96,7128370.31,0.4291,0.0127,-25.28,2,78.23,1
M01866,Fashion,1396,4151,6800.51,28228926.45,0.2079,0.021,-16.71,3,61.49,0
M01867,Services,1738,1728,4897.91,8463583.39,0.1314,0.0301,-58.87,3,50.96,0
M01868,Services,828,2706,584.91,1582764.03,0.0812,0.0239,-14.57,2,43.91,0
M01869,Food & Beverage,702,2915,6564.95,19136819.51,0.0212,0.1085,-12.99,3,79.75,1
M01870,Electronics,1325,4555,2066.68,9413744.23,0.1555,0.005,-2.72,1,45.79,0
M01871,Crypto/Trading,1404,2796,2872.73,8032146.24,0.0449,0.0361,34.77,5,73.26,1
M01872,Education,803,1139,393.72,448441.61,0.043,0.0038,3.68,2,28.06,0
M01873,Travel,38,3008,6110.39,18380040.87,0.04,0.0075,28.2,3,62.51,0
M01874,Education,158,4279,1531.97,6555307.04,0.0134,0.0043,29.22,4,44.22,0
M01875,Crypto/Trading,1812,4263,10477.76,44666696.57,0.029,0.0854,40.25,1,71.37,1
M01876,Travel,1329,214,1887.7,403967.77,0.0418,0.008,-17.65,0,8.46,0
M01877,Travel,20,682,6406.14,4368989.74,0.0552,0.1092,-24.55,5,93.89,1
M01878,Electronics,1545,499,1345.91,671609.45,0.1874,0.006,2.09,2,53.54,0
M01879,Education,685,4238,1959.0,8302262.4,0.0228,0.0764,-21.06,2,58.42,0
M01880,Services,1146,1443,2259.13,3259927.37,0.0094,0.0044,-0.74,1,13.67,0
M01881,Retail,196,2728,2185.4,5961774.55,0.1209,0.0056,-18.74,1,35.51,0
M01882,Education,816,3195,1536.57,4909335.06,0.1675,0.0363,-25.48,3,67.49,1
M01883,Healthcare,753,3834,1103.14,4229446.27,0.0775,0.0039,13.89,1,48.12,0
M01884,Healthcare,1260,2034,2145.84,4364633.86,0.0498,0.0685,51.63,0,82.8,1
M01885,Travel,1343,3809,2320.88,8840222.7,0.0858,0.0247,-1.26,0,29.81,0
M01886,Retail,107,4825,4386.17,21163279.05,0.1087,0.1388,11.93,3,100.0,1
M01887,Gaming,64,2463,2227.63,5486641.44,0.1104,0.0718,6.62,1,76.3,1
M01888,Crypto/Trading,632,931,1633.27,1520576.31,0.0424,0.0738,4.14,1,52.78,0
M01889,Food & Beverage,673,3233,2322.52,7508694.54,0.1341,0.0617,40.72,2,96.02,1
M01890,Retail,767,2384,1044.58,2490283.23,0.2332,0.0094,-1.92,2,47.69,0
M01891,Food & Beverage,415,3649,588.07,2145866.72,0.0457,0.0228,-75.97,4,45.92,0
M01892,Education,78,3492,5487.68,19162986.08,0.0909,0.0849,-16.93,2,86.84,1
M01893,Education,1345,700,4956.43,3469500.54,0.1194,0.0378,7.67,3,57.48,0
M01894,Food & Beverage,1322,4671,1866.02,8716183.57,0.1391,0.0174,2.33,1,47.83,0
M01895,Crypto/Trading,1795,629,3910.02,2459402.79,0.0551,0.0358,-0.74,2,36.75,0
M01896,Retail,1581,2176,805.0,1751671.05,0.0444,0.0368,-7.75,2,30.61,0
M01897,Gaming,760,3886,1202.59,4673271.52,0.0775,0.0158,7.15,2,41.95,0
M01898,Travel,1181,391,2804.65,1096617.97,0.0832,0.0206,56.38,3,78.62,1
M01899,Electronics,1500,635,5957.86,3783242.43,0.1294,0.0111,-3.16,2,42.67,0
M01900,Education,1772,2273,12987.38,29520322.8,0.0379,0.0478,59.08,3,87.09,1
M01901,Healthcare,1277,4962,3811.76,18913960.14,0.019,0.0313,16.79,2,50.06,0
M01902,Crypto/Trading,1524,4158,3975.4,16529700.97,0.0392,0.0474,-11.76,0,30.44,0
M01903,Electronics,1882,884,3436.85,3038179.01,0.2224,0.0309,26.67,1,56.94,0
M01904,Gaming,967,1288,2058.03,2650747.82,0.1266,0.0345,-55.87,4,49.34,0
M01905,Fashion,1540,804,7122.8,5726727.78,0.1012,0.0245,4.62,1,44.28,0
M01906,Travel,374,4591,677.97,3112541.5,0.0204,0.0637,17.96,7,78.62,1
M01907,Education,491,4198,2840.66,11925105.22,0.0718,0.0256,18.28,3,68.22,1
M01908,Travel,210,2257,5276.78,11909685.21,0.1138,0.0176,20.93,2,76.03,1
M01909,Electronics,163,4074,3543.79,14437390.61,0.0449,0.1023,23.12,2,97.96,1
M01910,Travel,1483,4915,988.24,4857189.13,0.2215,0.0024,12.43,1,59.43,0
M01911,Fashion,1534,955,758.54,724403.06,0.0633,0.0107,23.07,4,27.39,0
M01912,Electronics,82,4000,2841.42,11365694.36,0.0678,0.0467,-8.99,1,49.14,0
M01913,Education,722,2358,601.44,1418202.6,0.027,0.0529,34.41,3,74.45,1
M01914,Retail,305,345,9496.05,3276136.39,0.0944,0.053,-6.5,2,65.47,1
M01915,Healthcare,1050,1554,3331.89,5177754.45,0.0967,0.051,33.92,0,72.46,1
M01916,Electronics,1674,3500,5039.13,17636967.12,0.0376,0.0176,4.5,0,7.57,0
M01917,Services,1250,3881,6462.48,25080892.42,0.0175,0.0182,10.45,1,17.01,0
M01918,Fashion,70,2005,3204.24,6424494.49,0.0938,0.0065,27.05,4,65.72,1
M01919,Electronics,948,4952,4673.58,23143578.27,0.0526,0.1051,42.66,0,100.0,1
M01920,Electronics,1649,4623,3296.05,15237653.55,0.1458,0.0297,6.01,4,56.3,0
M01921,Services,51,2798,3100.04,8673899.26,0.0976,0.0765,10.4,2,83.13,1
M01922,Education,34,1290,3411.37,4400663.77,0.0378,0.0262,-59.57,1,27.03,0
M01923,Electronics,1072,660,18312.13,12086002.98,0.044,0.0712,-16.73,3,62.19,0
M01924,Healthcare,1836,4723,5864.02,27695768.84,0.0161,0.0624,-32.78,4,38.46,0
M01925,Travel,140,4098,15461.3,63360411.3,0.0845,0.149,-5.13,1,100.0,1
M01926,Education,1531,4681,3312.46,15505609.93,0.1452,0.0117,-11.7,0,21.22,0
M01927,Healthcare,1262,1387,9422.87,13069521.29,0.056,0.0036,-14.78,2,22.48,0
M01928,Education,117,4062,1499.84,6092351.92,0.0382,0.0359,-20.84,4,46.85,0
M01929,Healthcare,181,2595,6186.79,16054708.18,0.0132,0.0235,18.13,2,55.16,0
M01930,Fashion,1468,3623,681.83,2470263.78,0.0387,0.0503,-39.76,3,48.08,0
M01931,Healthcare,1511,1601,2016.38,3228218.7,0.1318,0.0454,-22.28,2,43.78,0
M01932,Food & Beverage,111,2006,2914.97,5847429.22,0.0376,0.0717,5.83,3,73.33,1
M01933,Healthcare,875,2260,327.01,739032.55,0.0397,0.0104,29.24,1,59.1,0
M01934,Retail,533,3986,2080.9,8294461.08,0.1415,0.0199,-18.25,2,57.71,0
M01935,Retail,284,2125,7811.11,16598618.99,0.054,0.0021,31.26,3,55.5,0
M01936,Crypto/Trading,1646,148,5701.43,843811.21,0.0984,0.0338,-63.3,2,34.41,0
M01937,Food & Beverage,1077,4821,1245.39,6004035.49,0.1187,0.0448,5.05,5,62.28,0
M01938,Food & Beverage,1988,4016,5347.52,21475623.1,0.0891,0.0062,12.65,1,36.66,0
M01939,Travel,826,871,5863.11,5106767.47,0.1386,0.0282,-19.71,2,53.25,0
M01940,Food & Beverage,966,4123,4875.5,20101672.58,0.068,0.0357,-27.75,4,36.74,0
M01941,Travel,1050,2096,4609.13,9660741.4,0.08,0.0162,8.17,3,43.39,0
M01942,Crypto/Trading,339,3014,2691.96,8113561.71,0.0734,0.0127,4.11,1,52.07,0
M01943,Crypto/Trading,1602,3764,6889.02,25930271.55,0.0356,0.0447,-15.29,2,41.07,0
M01944,Fashion,1856,2776,6393.61,17748648.75,0.0777,0.0252,-2.22,1,21.37,0
M01945,Retail,1530,1664,8940.1,14876320.72,0.1191,0.0505,-10.05,2,36.49,0
M01946,Healthcare,1848,4391,7154.46,31415220.1,0.1308,0.0149,36.27,4,64.13,0
M01947,Healthcare,21,3164,1167.06,3692582.96,0.1657,0.0913,22.0,3,100.0,1
M01948,Services,1351,262,2732.82,715999.78,0.0468,0.0123,9.84,5,38.01,0
M01949,Services,1625,4105,74.98,307783.27,0.1571,0.0429,52.18,3,87.37,1
M01950,Gaming,225,190,1314.0,249659.56,0.0805,0.038,30.87,5,89.42,1
M01951,Education,348,672,1668.11,1120969.91,0.0192,0.005,36.1,5,46.14,0
M01952,Fashion,1809,3532,2203.47,7782672.58,0.1622,0.0179,44.53,1,81.01,1
M01953,Gaming,670,1519,8237.48,12512735.62,0.031,0.0237,1.1,0,34.36,0
M01954,Gaming,1114,2119,5184.39,10985722.37,0.0288,0.0273,-25.45,1,30.5,0
M01955,Electronics,1760,2178,6684.86,14559629.45,0.0473,0.0209,-39.6,2,28.62,0
M01956,Electronics,1518,1992,6036.48,12024663.59,0.0194,0.0693,23.48,4,63.97,0
M01957,Gaming,383,3945,2317.31,9141776.25,0.1088,0.0051,-19.16,2,40.32,0
M01958,Food & Beverage,985,2278,6879.82,15672221.41,0.169,0.0064,88.17,3,100.0,1
M01959,Education,719,4059,2132.05,8653981.62,0.0582,0.0758,-16.06,3,59.65,0
M01960,Fashion,1233,2055,9198.45,18902805.82,0.1334,0.0693,-20.37,0,58.49,0
M01961,Gaming,1570,3291,1982.96,6525911.58,0.0104,0.0438,24.44,2,53.16,0
M01962,Healthcare,475,877,5718.56,5015181.36,0.1574,0.0217,24.96,2,74.36,1
M01963,Education,1122,3843,4074.39,15657872.67,0.0599,0.0133,49.92,0,61.3,0
M01964,Electronics,1301,1069,602.99,644596.21,0.0729,0.0148,-1.24,2,15.88,0
M01965,Healthcare,1688,4010,2097.64,8411526.83,0.0641,0.0763,34.0,1,79.96,1
M01966,Electronics,1604,318,3303.9,1050639.61,0.0346,0.0451,0.94,1,39.57,0
M01967,Electronics,1955,943,1719.11,1621118.66,0.0293,0.0185,18.65,1,30.75,0
M01968,Education,498,4252,2579.55,10968248.6,0.0178,0.0125,-0.34,1,35.64,0
M01969,Electronics,1910,4326,7043.7,30471058.11,0.1363,0.0206,52.85,2,80.9,1
M01970,Crypto/Trading,1571,2819,2157.0,6080578.97,0.0808,0.0392,61.69,1,68.76,1
M01971,Retail,56,4895,659.42,3227865.49,0.0643,0.0105,-24.75,1,27.86,0
M01972,Crypto/Trading,1321,4082,282.1,1151524.08,0.0551,0.0809,36.93,0,73.03,1
M01973,Retail,787,4065,3124.74,12702055.94,0.1258,0.0409,-18.26,0,42.49,0
M01974,Services,1049,1822,3162.57,5762207.65,0.0054,0.0147,34.05,1,47.03,0
M01975,Services,720,2733,13689.48,37413337.32,0.096,0.0083,46.0,4,71.96,1
M01976,Electronics,410,4526,3787.35,17141529.12,0.0216,0.0453,-19.05,4,62.88,0
M01977,Fashion,1952,2873,3334.12,9578926.9,0.0728,0.0921,-25.56,3,40.01,0
M01978,Fashion,1827,2677,2330.73,6239357.2,0.0373,0.0162,-7.38,4,25.16,0
M01979,Retail,990,4542,3220.45,14627264.63,0.1369,0.0965,34.2,2,96.6,1
M01980,Healthcare,1119,3366,9384.02,31586594.62,0.0199,0.0035,16.89,0,16.29,0
M01981,Education,259,1491,9368.18,13967959.63,0.0354,0.039,-1.21,2,49.03,0
M01982,Electronics,400,2969,4255.75,12635334.0,0.0914,0.0196,23.03,0,47.88,0
M01983,Education,1815,961,1078.48,1036416.47,0.1057,0.0462,-2.3,2,42.53,0
M01984,Crypto/Trading,344,1927,3536.86,6815524.56,0.1228,0.0404,8.29,2,56.18,0
M01985,Fashion,638,4857,780.07,3788823.21,0.1061,0.002,18.63,1,32.98,0
M01986,Food & Beverage,1552,1263,6118.63,7727828.79,0.0738,0.014,16.94,3,41.91,0
M01987,Crypto/Trading,146,4443,2367.71,10519755.54,0.1237,0.0165,47.26,3,92.96,1
M01988,Crypto/Trading,892,1486,426.79,634212.05,0.1094,0.085,-25.06,3,65.72,1
M01989,Retail,697,3977,1750.67,6962399.3,0.1346,0.0304,28.67,1,81.86,1
M01990,Travel,1873,1986,4533.23,9002993.21,0.0395,0.0511,-18.51,3,39.0,0
M01991,Crypto/Trading,1531,395,7573.85,2991669.12,0.032,0.0034,-5.12,2,22.64,0
M01992,Electronics,836,282,3658.52,1031703.93,0.0927,0.0274,1.01,1,35.08,0
M01993,Gaming,736,4382,5377.93,23566086.87,0.1936,0.0292,-5.58,2,54.31,0
M01994,Gaming,1510,3408,7162.52,24409863.39,0.0959,0.046,-28.62,2,40.96,0
M01995,Electronics,603,3415,5163.71,17634062.16,0.1339,0.0446,-6.27,3,58.08,0
M01996,Travel,1256,1964,5275.36,10360808.21,0.1104,0.0269,11.81,2,46.53,0
M01997,Travel,999,1913,2857.69,5466757.14,0.0988,0.0248,1.65,2,33.21,0
M01998,Retail,381,3654,3394.58,12403788.91,0.0764,0.0423,41.81,2,90.35,1
M01999,Fashion,944,1672,3469.22,5800538.42,0.1841,0.015,2.3,0,34.27,0
